accession	domain	phylum	class	order	family	genus	species	ambiguous_bases	checkm2_completeness	checkm2_contamination	checkm2_model	checkm_completeness	checkm_contamination	checkm_marker_count	checkm_marker_lineage	checkm_marker_set_count	checkm_strain_heterogeneity	coding_bases	coding_density	contig_count	gc_count	gc_percentage	genome_size	gtdb_genome_representative	gtdb_representative	gtdb_taxonomy	gtdb_type_designation_ncbi_taxa	gtdb_type_designation_ncbi_taxa_sources	gtdb_type_species_of_genus	l50_contigs	l50_scaffolds	longest_contig	longest_scaffold	lsu_23s_contig_len	lsu_23s_count	lsu_23s_length	lsu_23s_query_id	lsu_5s_contig_len	lsu_5s_count	lsu_5s_length	lsu_5s_query_id	lsu_silva_23s_blast_align_len	lsu_silva_23s_blast_bitscore	lsu_silva_23s_blast_evalue	lsu_silva_23s_blast_perc_identity	lsu_silva_23s_blast_subject_id	lsu_silva_23s_taxonomy	mean_contig_length	mean_scaffold_length	mimag_high_quality	mimag_low_quality	mimag_medium_quality	n50_contigs	n50_scaffolds	ncbi_assembly_level	ncbi_assembly_name	ncbi_assembly_type	ncbi_bioproject	ncbi_biosample	ncbi_contig_count	ncbi_contig_n50	ncbi_country	ncbi_date	ncbi_genbank_assembly_accession	ncbi_genome_category	ncbi_genome_representation	ncbi_isolate	ncbi_isolation_source	ncbi_lat_lon	ncbi_molecule_count	ncbi_ncrna_count	ncbi_organism_name	ncbi_protein_count	ncbi_refseq_category	ncbi_rrna_count	ncbi_scaffold_count	ncbi_scaffold_l50	ncbi_scaffold_n50	ncbi_scaffold_n75	ncbi_scaffold_n90	ncbi_seq_rel_date	ncbi_spanned_gaps	ncbi_species_taxid	ncbi_ssu_count	ncbi_strain_identifiers	ncbi_submitter	ncbi_taxid	ncbi_taxonomy	ncbi_taxonomy_unfiltered	ncbi_total_gap_length	ncbi_total_length	ncbi_translation_table	ncbi_trna_count	ncbi_type_material_designation	ncbi_ungapped_length	ncbi_unspanned_gaps	ncbi_wgs_master	protein_count	scaffold_count	ssu_contig_len	ssu_count	ssu_gg_blast_align_len	ssu_gg_blast_bitscore	ssu_gg_blast_evalue	ssu_gg_blast_perc_identity	ssu_gg_blast_subject_id	ssu_gg_taxonomy	ssu_length	ssu_query_id	ssu_silva_blast_align_len	ssu_silva_blast_bitscore	ssu_silva_blast_evalue	ssu_silva_blast_perc_identity	ssu_silva_blast_subject_id	ssu_silva_taxonomy	total_gap_length	trna_aa_count	trna_count	trna_selenocysteine_count
GB_GCA_002897955.1	Archaea	Hydrothermarchaeota	Hydrothermarchaeia	Hydrothermarchaeales	BMS3B	BMS3B	BMS3B sp002897955	0	98.58	0.4	General	97.2	0.93	149	k__Archaea (UID2)	107	0.0	1554620	89.42985604889184	123	696570	40.07034183786172	1738368	GB_GCA_002897955.1	t	d__Archaea;p__Hydrothermarchaeota;c__Hydrothermarchaeia;o__Hydrothermarchaeales;f__BMS3B;g__BMS3B;s__BMS3B sp002897955	not type material	none	f	25	25	81722	81722	20447	1	3060	BDTY01000068.1	31461	1	117	BDTY01000092.1	2914	1382	0	75.978	AQXV01000050.51.3016	Archaea;Methanobacteriota;Methanococci;Methanococcales;Methanococcaceae;Methanothermococcus;Methanothermococcus thermolithotrophicus DSM 2095	14133	14133	t	f	f	20447	20447	Contig	ASM289795v1	na	PRJDB5792	SAMD00081392	123	20447	none	2017-12-14	GCA_002897955.1	derived from metagenome	full	BMS3Bbin15	sub-seafloor sulfide deposits	none	0	0	archaeon BMS3Bbin15	1951	na	3	none	none	none	none	none	2017/12/14	0	2005738	1	BMS3Bbin15	JAMSTEC	2005738	d__Archaea;p__;c__;o__;f__;g__;s__	d__Archaea;x__unclassified Archaea;s__archaeon BMS3Bbin15	0	1738368	11	37	na	1738368	0	BDTY00000000.1	2081	123	20447	1	none	none	none	none	none	none	1487	BDTY01000068.1	1352	2486	0	99.852	AB858723.1.1354	Archaea;Hydrothermarchaeota;Hydrothermarchaeia;Hydrothermarchaeales;Incertae Sedis;Incertae Sedis;uncultured archaeon	0	18	41	0
GB_GCA_034667725.1	Archaea	Thermoplasmatota	E2	JACPAO01	JAHFTW01	JAHFTW01	JAHFTW01 sp034667725	0	90.05	0.71	General	97.2	2.25	188	p__Euryarchaeota (UID3)	125	36.36	2144755	92.31152954220302	26	1653736	71.17778003501782	2323388	GB_GCA_034667725.1	t	d__Archaea;p__Thermoplasmatota;c__E2;o__JACPAO01;f__JAHFTW01;g__JAHFTW01;s__JAHFTW01 sp034667725	not type material	none	f	3	3	666170	666170	367845	1	229	JAXDQS010000001.1	367845	1	112	JAXDQS010000001.1	190	209	9.26e-53	86.842	MIYT01000016.2338.5189	Archaea;Thermoplasmatota;Thermoplasmata;Marine Group II;Incertae Sedis;Incertae Sedis;Marine Group III euryarchaeote CG-Bathy2	89361	89361	f	f	t	367845	367845	Contig	ASM3466772v1	na	PRJNA682830	SAMN35300888	26	367845	none	2023-12-27	GCA_034667725.1	derived from metagenome	full	BP_740	none	none	0	0	Thermoplasmata archaeon	none	na	0	none	none	none	none	none	2023/12/27	0	1906666	0	BP_740	Colorado State University	1906666	d__Archaea;p__Candidatus Thermoplasmatota;c__Thermoplasmata;o__;f__;g__;s__	d__Archaea;p__Candidatus Thermoplasmatota;c__Thermoplasmata;x__unclassified Thermoplasmata;s__Thermoplasmata archaeon	0	2323388	11	0	na	2323388	0	JAXDQS000000000.1	2244	26	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	0	19	46	0
GB_GCA_002502965.1	Archaea	Thermoplasmatota	Thermoplasmata	Methanomassiliicoccales	Methanomethylophilaceae	RumEn-M2	RumEn-M2 sp002502965	0	95.76	0.08	Specific	97.18	0.0	187	p__Euryarchaeota (UID3)	124	0.0	1152616	93.03686149032876	11	671882	54.26442237411391	1238881	GB_GCA_002502965.1	t	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__RumEn-M2;s__RumEn-M2 sp002502965	not type material	none	f	2	2	350625	497221	33944	2	1343	DAQS01000001.1	497221	1	114	DAQS01000002.1	1318	2362	0	99.014	LJKL01000008.85245.88037	Archaea;Thermoplasmatota;Thermoplasmata;Methanomassiliicoccales;Methanomethylophilaceae;Incertae Sedis;Methanomassiliicoccales archaeon RumEn M2	112560	206480	f	f	t	270841	271171	Scaffold	ASM250296v1	na	PRJNA348753	SAMN06027527	11	270841	China: Luzhou	2017-10-10	GCA_002502965.1	derived from metagenome	full	UBA381	mud	none	0	none	Methanomassiliicoccaceae archaeon UBA381	0	na	none	6	2	271171	188920	184442	2017/10/10	5	1915654	none	UBA381	University of Queensland	1915654	d__Archaea;p__Candidatus Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomassiliicoccaceae;g__;s__	d__Archaea;p__Candidatus Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomassiliicoccaceae;x__unclassified Methanomassiliicoccaceae;s__Methanomassiliicoccaceae archaeon UBA381	718	1238881	none	none	na	1238163	0	DAQS00000000.1	1253	6	184442	1	none	none	none	none	none	none	748	DAQS01000004.1	365	675	0	100	JQ268005.1.1441	Archaea;Thermoplasmatota;Thermoplasmata;Methanomassiliicoccales;Methanomethylophilaceae;RumEn M2;archaeon PY-11	718	19	46	0
GB_GCA_033471095.1	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrosopumilaceae	Nitrosoabyssus	Nitrosoabyssus spongiisocia	82	97.5	0.17	Specific	97.17	0.0	145	k__Archaea (UID2)	103	0.0	1296061	89.04802114516137	1	496695	34.128176745470775	1455463	GB_GCA_033471095.1	t	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosoabyssus;s__Nitrosoabyssus spongiisocia	not type material	none	f	1	1	1455463	1455463	1455463	1	2980	CP136752.1	1455463	1	110	CP136752.1	2993	3866	0	90.11	EU686619.11826.14836	Archaea;Thermoproteota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;Incertae Sedis;uncultured marine crenarchaeote KM3-34-D9	1455463	1455463	t	f	f	1455463	1455463	Complete Genome	ASM3347109v1	na	PRJNA1011355	SAMN37319669	none	none	none	2023-11-09	GCA_033471095.1	derived from metagenome	full	AB1(1)	none	none	1	0	Nitrosopumilaceae archaeon AB1(1)	none	na	3	1	1	1455463	1455463	1455463	2023/11/09	0	3076529	1	AB1(1)	The University of New South Wales	3076529	d__Archaea;p__Nitrososphaerota;c__Nitrososphaeria;o__Nitrosopumilales;f__Nitrosopumilaceae;g__;s__	d__Archaea;x__TACK group;p__Nitrososphaerota;c__Nitrososphaeria;o__Nitrosopumilales;f__Nitrosopumilaceae;x__unclassified Nitrosopumilaceae;s__Nitrosopumilaceae archaeon AB1(1)	0	1455463	11	45	na	1455463	0	na	1686	1	1455463	1	none	none	none	none	none	none	1470	CP136752.1	1471	2311	0	95.037	AFPU01000001.932096.933566	Archaea;Thermoproteota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;Nitrosarchaeum;Candidatus Nitrosoarchaeum koreensis MY1	0	19	45	0
GB_GCA_026127925.1	Archaea	Thermoplasmatota	Thermoplasmata	Thermoplasmatales	Thermoplasmataceae	JAKAYB01	JAKAYB01 sp026127925	0	98.33	0.44	Specific	97.13	0.0	187	p__Euryarchaeota (UID3)	124	0.0	1519127	87.58258826133982	17	712769	41.09343975352088	1734508	GB_GCA_026127925.1	t	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__JAKAYB01;s__JAKAYB01 sp026127925	not type material	none	f	3	3	441057	441057	25215	2	2407	JAJSLM010000014.1	160495	1	116	JAJSLM010000004.1	1406	1742	0	89.118	ATMF01000013.26093.28997	Archaea;Thermoplasmatota;Thermoplasmata;Thermoplasmatales;Thermoplasmataceae;Incertae Sedis;Thermoplasmatales archaeon A-plasma	102029	102029	t	f	f	244744	244744	Contig	ASM2612792v1	na	PRJNA789107	SAMN24046651	17	244744	South Korea: Ilgwang Mine	2022-11-10	GCA_026127925.1	derived from metagenome	full	IK27	acid mine drainage	35.31 N 129.22 E	0	0	Thermoplasmatales archaeon	none	na	4	none	none	none	none	none	2022/11/10	0	2268204	1	IK27	Korea Institute of Geoscience and Mineral Resources	2268204	d__Archaea;p__Candidatus Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__;g__;s__	d__Archaea;p__Candidatus Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;x__unclassified Thermoplasmatales;s__Thermoplasmatales archaeon	0	1734508	11	46	na	1734508	0	JAJSLM000000000.1	1774	17	441057	1	none	none	none	none	none	none	1381	JAJSLM010000001.1	918	1552	0	97.168	KP204533.1.1441	Archaea;Thermoplasmatota;Thermoplasmata;Thermoplasmatales;Thermoplasmataceae;Incertae Sedis;uncultured archaeon	0	19	46	0
GB_GCA_001856825.1	Archaea	Thermoplasmatota	Thermoplasmata	Thermoplasmatales	GCA-001856825	GCA-001856825	GCA-001856825 sp001856825	2	93.23	0.51	Specific	97.13	0.81	187	p__Euryarchaeota (UID3)	124	0.0	1497135	88.69514371227686	6	747706	44.29658628137971	1687956	GB_GCA_001856825.1	t	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__GCA-001856825;g__GCA-001856825;s__GCA-001856825 sp001856825	not type material	none	f	2	2	567734	567734	380665	1	2901	ATMD01000002.1	567734	1	117	ATMD01000004.1	2901	5358	0	100	ATMD01000002.160282.163195	Archaea;Thermoplasmatota;Thermoplasmata;Thermoplasmatales;Incertae Sedis;Incertae Sedis;Thermoplasmatales archaeon I-plasma	281326	281326	t	f	f	550830	550830	Contig	amd i-plasma	na	PRJNA209804	SAMN02981546	6	550830	USA: Iron Mountain; CA	2013-08-14	GCA_001856825.1	derived from metagenome	full	na	isolated from slime streamers and attached to pyrite surfaces at a sulfide ore body	40.40 N 122.31 W	0	0	Thermoplasmatales archaeon I-plasma	1696	na	0	none	none	none	none	none	2013/08/14	0	667138	0	none	University of California Berkeley	667138	d__Archaea;p__Candidatus Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__;g__;s__	d__Archaea;p__Candidatus Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;x__unclassified Thermoplasmatales;s__Thermoplasmatales archaeon I-plasma	0	1687956	11	0	na	1687956	0	ATMD00000000.1	1754	6	567734	1	none	none	none	none	none	none	1473	ATMD01000004.1	1461	2699	0	100	ATMD01000004.274550.276010	Archaea;Thermoplasmatota;Thermoplasmata;BSLdp215;Incertae Sedis;Incertae Sedis;Thermoplasmatales archaeon I-plasma	0	19	46	0
GB_GCA_021160575.1	Archaea	Thermoproteota	Methanomethylicia	Methanomethylicales	JAGHCH01	JAGHCH01	JAGHCH01 sp021160575	0	91.89	0.97	General	97.12	0.0	149	k__Archaea (UID2)	107	0.0	1288856	91.9007104740011	131	711674	50.745270399388495	1402444	GB_GCA_021160575.1	t	d__Archaea;p__Thermoproteota;c__Methanomethylicia;o__Methanomethylicales;f__JAGHCH01;g__JAGHCH01;s__JAGHCH01 sp021160575	not type material	none	f	31	31	57758	57758	none	0	none	none	8793	1	102	JAGHCH010000062.1	none	none	none	none	none	none	10705	10705	f	f	t	14590	14590	Contig	ASM2116057v1	na	PRJNA713414	SAMN18353773	131	14590	Pacific Ocean: Mexico; Pescadero Basin	2021-12-10	GCA_021160575.1	derived from metagenome	full	AUK277	marine hydrothermal sediment	23.957043 N 108.862273 W	0	0	Candidatus Methanomethylicota archaeon	none	na	2	none	none	none	none	none	2021/12/10	0	2250257	0	AUK277	California Institute of Technology	2250257	d__Archaea;p__Candidatus Methanomethylicota;c__;o__;f__;g__;s__	d__Archaea;x__TACK group;p__Candidatus Methanomethylicota;s__Candidatus Methanomethylicota archaeon	0	1402444	11	39	na	1402444	0	JAGHCH000000000.1	1667	131	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	0	16	39	0
GB_GCA_029907545.1	Archaea	Thermoproteota	Bathyarchaeia	Bathyarchaeales	Bathycorpusculaceae	JAGTQT01	JAGTQT01 sp029907545	0	97.26	2.06	General	97.12	4.05	149	k__Archaea (UID2)	107	0.0	1308169	89.62289939210913	55	679207	46.532596803177775	1459637	GB_GCA_029907545.1	t	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__Bathyarchaeales;f__Bathycorpusculaceae;g__JAGTQT01;s__JAGTQT01 sp029907545	not type material	none	f	9	9	154816	154816	16217	1	253	JARYLR010000027.1	100223	1	110	JARYLR010000002.1	114	121	5e-26	85.965	KP308698.10591.13530	Archaea;Thermoproteota;Bathyarchaeia;Incertae Sedis;Incertae Sedis;Incertae Sedis;uncultured archaeon	26538	26538	f	f	t	52591	52591	Contig	ASM2990754v1	na	PRJNA865764	SAMN33143195	55	52591	Russia: Sakhalin; Daginskiye Thermal Springs	2023-04-30	GCA_029907545.1	derived from metagenome	full	A05DMB-I-11	enrichment culture from terrestrial mud volcano	52.043 N 143.084 E	0	0	Candidatus Bathyarchaeota archaeon	none	na	3	none	none	none	none	none	2023/04/30	0	2026714	1	A05DMB-I-11	Research Center of Biotechnology RAS	2026714	d__Archaea;p__Candidatus Bathyarchaeota;c__;o__;f__;g__;s__	d__Archaea;x__TACK group;p__Candidatus Bathyarchaeota;x__unclassified Candidatus Bathyarchaeota;s__Candidatus Bathyarchaeota archaeon	0	1459637	11	42	na	1459637	0	JARYLR000000000.1	1655	55	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	0	19	42	0
GB_GCA_030697975.1	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrosopumilaceae	VHBM01	VHBM01 sp030697975	0	90.7	0.46	Specific	97.09	4.85	145	k__Archaea (UID2)	103	28.57	1170318	90.41631192413892	351	470518	36.35123295883854	1294366	GB_GCA_030697975.1	t	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__VHBM01;s__VHBM01 sp030697975	not type material	none	f	53	53	41998	41998	none	0	none	none	12110	1	112	JAUYOQ010000144.1	none	none	none	none	none	none	3687	3687	f	f	t	5990	5990	Contig	ASM3069797v1	na	PRJNA700657	SAMN36730080	351	5990	Canada: Alberta	2023-08-08	GCA_030697975.1	derived from metagenome	full	C4_maxbin.083	groundwater	51.19 N 113.24 W	0	0	Nitrosopumilaceae archaeon	none	na	1	none	none	none	none	none	2023/08/08	0	2202732	0	C4_maxbin.083	University of Calgary	2202732	d__Archaea;p__Nitrososphaerota;c__Nitrososphaeria;o__Nitrosopumilales;f__Nitrosopumilaceae;g__;s__	d__Archaea;x__TACK group;p__Nitrososphaerota;c__Nitrososphaeria;o__Nitrosopumilales;f__Nitrosopumilaceae;x__unclassified Nitrosopumilaceae;s__Nitrosopumilaceae archaeon	0	1294366	11	44	na	1294366	0	JAUYOQ000000000.1	1819	351	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	0	19	44	0
GB_GCA_035622335.1	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	UBA183	DATJAJ01	DATJAJ01 sp035622335	0	98.71	3.4	General	97.09	2.43	145	k__Archaea (UID2)	103	33.33	1506446	92.1641455468714	91	954218	58.37891742249277	1634525	GB_GCA_035622335.1	t	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA183;g__DATJAJ01;s__DATJAJ01 sp035622335	not type material	none	f	13	13	105974	105974	23821	2	3410	DASPVO010000048.1	91344	1	112	DASPVO010000004.1	1425	1000	0	79.649	KP308699.10831.13874	Archaea;Thermoproteota;Nitrososphaeria;Incertae Sedis;Incertae Sedis;Incertae Sedis;uncultured archaeon	17961	17961	t	f	f	39084	39084	Contig	ASM3562233v1	na	PRJNA983538	SAMN37945247	91	39084	none	2024-01-14	GCA_035622335.1	derived from metagenome	full	SMAG_U12331	none	none	0	0	Nitrososphaerales archaeon	none	na	4	none	none	none	none	none	2024/01/14	0	2268197	1	SMAG_U12331	Zhejiang University	2268197	d__Archaea;p__Nitrososphaerota;c__Nitrososphaeria;o__Nitrososphaerales;f__;g__;s__	d__Archaea;x__TACK group;p__Nitrososphaerota;c__Nitrososphaeria;o__Nitrososphaerales;x__unclassified Nitrososphaerales;s__Nitrososphaerales archaeon	0	1634525	11	46	na	1634525	0	DASPVO000000000.1	1820	91	23821	1	none	none	none	none	none	none	1502	DASPVO010000048.1	1433	2313	0	95.813	GU127869.1.1432	Archaea;Thermoproteota;Nitrososphaeria;Group 1.1c;Incertae Sedis;Incertae Sedis;uncultured archaeon	0	18	40	0
GB_GCA_035283685.1	Archaea	Thermoproteota	Bathyarchaeia	Bathyarchaeales	Bathyarchaeaceae	DATETJ01	DATETJ01 sp035283685	0	98.13	3.63	General	97.09	4.85	145	k__Archaea (UID2)	103	0.0	1992876	87.39438457237455	12	1079990	47.36123140341837	2280325	GB_GCA_035283685.1	t	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__Bathyarchaeales;f__Bathyarchaeaceae;g__DATETJ01;s__DATETJ01 sp035283685	not type material	none	f	2	2	634276	634276	253314	1	498	DATETJ010000004.1	none	0	none	none	499	617	3.02e-175	89.178	KF439061.19070.22968	Archaea;Thermoproteota;Bathyarchaeia;Incertae Sedis;Incertae Sedis;Incertae Sedis;uncultured miscellaneous Crenarchaeota group	190027	190027	f	f	t	608383	608383	Contig	ASM3528368v1	na	PRJNA983538	SAMN37964665	12	608383	none	2024-01-09	GCA_035283685.1	derived from metagenome	full	SMAG_U8312	none	none	0	0	Candidatus Bathyarchaeia archaeon	none	na	3	none	none	none	none	none	2024/01/09	0	3045160	1	SMAG_U8312	Zhejiang University	3045160	d__Archaea;p__Candidatus Bathyarchaeota;c__Candidatus Bathyarchaeia;o__;f__;g__;s__	d__Archaea;x__TACK group;p__Candidatus Bathyarchaeota;c__Candidatus Bathyarchaeia;x__unclassified Candidatus Bathyarchaeia;s__Candidatus Bathyarchaeia archaeon	0	2280325	11	47	na	2280325	0	DATETJ000000000.1	2463	12	608383	1	none	none	none	none	none	none	1498	DATETJ010000009.1	1361	2479	0	99.559	HM187511.1.1361	Archaea;Thermoproteota;Bathyarchaeia;Incertae Sedis;Incertae Sedis;Incertae Sedis;uncultured archaeon	0	19	47	0
GB_GCA_902812495.1	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	UBA183	CADDZR01	CADDZR01 sp902812495	0	94.87	0.71	General	97.09	1.94	145	k__Archaea (UID2)	103	0.0	1236183	91.95593909490368	64	593251	44.13015938901497	1344321	GB_GCA_902812495.1	t	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA183;g__CADDZR01;s__CADDZR01 sp902812495	not type material	none	f	8	8	138508	138508	138508	3	2631	CADDZR010000001.1	88482	1	108	CADDZR010000003.1	2662	2106	0	81.518	HE574571.18941.22045	Archaea;Thermoproteota;Nitrososphaeria;Nitrosocaldales;Nitrosocaldaceae;Candidatus Nitrosocaldus;uncultured archaeon	21005	21005	t	f	f	69617	69617	Contig	ASM90281249v1	na	PRJEB36447	SAMEA6607080	64	69617	none	2020-04-15	GCA_902812495.1	none	full	13_2	none	none	0	none	archaeon	none	na	none	none	none	none	none	none	2020/04/15	0	1906665	none	13_2	RADBOUD UNIVERSITY	1906665	d__Archaea;p__;c__;o__;f__;g__;s__	d__Archaea;x__unclassified Archaea;s__archaeon	0	1344321	none	none	na	1344321	0	CADDZR000000000.1	1506	64	138508	2	none	none	none	none	none	none	1501	CADDZR010000001.1	1433	2074	0	92.882	GU127869.1.1432	Archaea;Thermoproteota;Nitrososphaeria;Group 1.1c;Incertae Sedis;Incertae Sedis;uncultured archaeon	0	18	44	0
GB_GCA_038883335.1	Archaea	Thermoproteota	Bathyarchaeia	Hecatellales	JAVZMI01	JAVZMI01	JAVZMI01 sp038883335	0	98.9	0.57	General	97.09	0.0	145	k__Archaea (UID2)	103	0.0	1068684	87.29887343801948	21	588502	48.07484783157441	1224167	GB_GCA_038883335.1	t	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__Hecatellales;f__JAVZMI01;g__JAVZMI01;s__JAVZMI01 sp038883335	not type material	none	f	5	4	180922	207050	97352	1	3046	JAVZMI010000006.1	82191	1	111	JAVZMI010000007.1	3082	2362	0	80.889	KP308663.317302.320369	Archaea;Thermoproteota;Bathyarchaeia;Incertae Sedis;Incertae Sedis;Incertae Sedis;uncultured archaeon	58292	68009	t	f	f	102232	106274	Scaffold	ASM3888333v1	na	PRJNA544494	SAMN36037339	21	102232	none	2024-04-30	GCA_038883335.1	derived from metagenome	full	DRTY-6_201907_bins_97	none	none	0	0	Candidatus Bathyarchaeia archaeon	none	na	3	18	4	106274	63511	34490	2024/04/30	3	3045160	1	DRTY-6_201907_bins_97	The University of Texas at Austin	3045160	d__Archaea;p__Candidatus Bathyarchaeota;c__Candidatus Bathyarchaeia;o__;f__;g__;s__	d__Archaea;x__TACK group;p__Candidatus Bathyarchaeota;c__Candidatus Bathyarchaeia;x__unclassified Candidatus Bathyarchaeia;s__Candidatus Bathyarchaeia archaeon	30	1224167	11	41	na	1224137	0	JAVZMI000000000.1	1298	18	97352	1	none	none	none	none	none	none	1491	JAVZMI010000006.1	1333	1755	0	90.623	HM187563.1.1329	Archaea;Thermoproteota;Bathyarchaeia;Incertae Sedis;Incertae Sedis;Incertae Sedis;uncultured archaeon	30	19	40	0
GB_GCA_002898355.1	Archaea	Thermoproteota	Nitrososphaeria_A	Caldarchaeales	Caldarchaeaceae	HRBIN01	HRBIN01 sp002898355	0	93.25	0.76	Specific	97.09	0.0	145	k__Archaea (UID2)	103	0.0	1619470	91.95342908325928	32	926023	52.57954161544642	1761185	GB_GCA_002898355.1	t	d__Archaea;p__Thermoproteota;c__Nitrososphaeria_A;o__Caldarchaeales;f__Caldarchaeaceae;g__HRBIN01;s__HRBIN01 sp002898355	not type material	none	f	8	8	180679	180679	180679	2	3274	BEHD01000001.1-#2	180679	1	98	BEHD01000001.1	1770	2459	0	91.921	AP011865.14915.18812	Archaea;Thermoproteota;Nitrososphaeria;Caldarchaeales;Caldiarchaeaceae;Candidatus Caldiarchaeum;Candidatus Caldiarchaeum subterraneum	55037	55037	t	f	f	96642	96642	Contig	ASM289835v1	na	PRJDB6348	SAMD00093751	32	96642	none	2017-12-04	GCA_002898355.1	derived from metagenome	full	HRbin01	ammonia-oxidizing enrichment culture	none	0	0	archaeon HR01	1916	na	3	none	none	none	none	none	2017/12/04	0	2035437	0	HRbin01	Japan Agency for Marine-Earth Science and Technology	2035437	d__Archaea;p__;c__;o__;f__;g__;s__	d__Archaea;x__unclassified Archaea;s__archaeon HR01	0	1761185	11	28	na	1761185	0	BEHD00000000.1	1947	32	51149	2	none	none	none	none	none	none	1206	BEHD01000015.1	662	1218	0	99.849	AB566230.1.2598	Archaea;Thermoproteota;Nitrososphaeria;Caldarchaeales;Caldiarchaeaceae;Candidatus Caldiarchaeum;uncultured crenarchaeote	0	19	48	0
GB_GCA_021162065.1	Archaea	Thermoplasmatota	E2	UBA202	JdFR-43	JAGGZK01	JAGGZK01 sp021162065	0	95.87	0.18	General	97.07	0.8	188	p__Euryarchaeota (UID3)	125	0.0	1304846	94.45590596438194	74	626791	45.37248974616232	1381434	GB_GCA_021162065.1	t	d__Archaea;p__Thermoplasmatota;c__E2;o__UBA202;f__JdFR-43;g__JAGGZK01;s__JAGGZK01 sp021162065	not type material	none	f	14	14	90842	90842	none	0	none	none	none	0	none	none	none	none	none	none	none	none	18668	18668	f	f	t	31077	31077	Contig	ASM2116206v1	na	PRJNA713414	SAMN18353698	74	31077	Pacific Ocean: Mexico; Pescadero Basin	2021-12-10	GCA_021162065.1	derived from metagenome	full	AUK202	marine hydrothermal sediment	23.957043 N 108.862273 W	0	0	Thermoplasmata archaeon	none	na	0	none	none	none	none	none	2021/12/10	0	1906666	0	AUK202	California Institute of Technology	1906666	d__Archaea;p__Candidatus Thermoplasmatota;c__Thermoplasmata;o__;f__;g__;s__	d__Archaea;p__Candidatus Thermoplasmatota;c__Thermoplasmata;x__unclassified Thermoplasmata;s__Thermoplasmata archaeon	0	1381434	11	43	na	1381434	0	JAGGZK000000000.1	1495	74	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	0	19	43	0
